Node	Monosaccharide	Mean Score	Median Score	Weighted Score	weighted_mean_flexibility
3	GlcNAc(b1-6)	3.534163352334872	3.546431666938588	3.515217195592089	1.7779192830716906
2	GalNAc(b1-1)	3.048346484458307	3.0466530103003606	3.0552174898578532	0.28362081291870683
1	-R	0.39256870187819004	0.4048190303146839	0.3823979587240429	1.7106227877212254
